Gene	adj.P.Val
ENSMUSG00000041377.12	0.748821313115471
ENSMUSG00000049932.3	0.748821313115471
ENSMUSG00000037716.14	0.748821313115471
ENSMUSG00000073733.4	0.748821313115471
ENSMUSG00000030643.14	0.748821313115471
ENSMUSG00000028041.17	0.748821313115471
ENSMUSG00000021039.8	0.748821313115471
ENSMUSG00000041842.15	0.748821313115471
ENSMUSG00000036315.13	0.748821313115471
ENSMUSG00000109770.1	0.748821313115471
ENSMUSG00000034163.10	0.748826885125303
ENSMUSG00000032570.16	0.748826885125303
ENSMUSG00000102824.1	0.748826885125303
ENSMUSG00000029833.17	0.748997964499877
ENSMUSG00000025876.15	0.748997964499877
ENSMUSG00000029918.9	0.749028482629128
ENSMUSG00000085873.1	0.749028482629128
ENSMUSG00000032470.16	0.749028482629128
ENSMUSG00000033767.14	0.749028482629128
ENSMUSG00000049285.4	0.749063250491802
ENSMUSG00000109228.1	0.749163248575146
ENSMUSG00000021866.15	0.749163248575146
ENSMUSG00000032418.15	0.749163248575146
ENSMUSG00000038991.16	0.749163248575146
ENSMUSG00000024217.9	0.749163248575146
ENSMUSG00000021200.14	0.749163248575146
ENSMUSG00000018585.9	0.749163248575146
ENSMUSG00000102659.1	0.749163248575146
ENSMUSG00000046062.5	0.749163248575146
ENSMUSG00000085010.1	0.749163248575146
ENSMUSG00000031577.10	0.749163248575146
ENSMUSG00000098813.1	0.749163248575146
ENSMUSG00000008373.16	0.749163248575146
ENSMUSG00000109771.1	0.749163248575146
ENSMUSG00000026674.9	0.749163248575146
ENSMUSG00000059149.17	0.749163248575146
ENSMUSG00000097378.7	0.749163248575146
ENSMUSG00000098979.1	0.749163248575146
ENSMUSG00000055333.14	0.749163248575146
ENSMUSG00000002871.14	0.749163248575146
ENSMUSG00000023460.12	0.749163248575146
ENSMUSG00000083856.1	0.74935110065321
ENSMUSG00000074529.10	0.749466421762338
ENSMUSG00000027654.2	0.749680964674608
ENSMUSG00000101641.1	0.749680964674608
ENSMUSG00000087658.2	0.749680964674608
ENSMUSG00000033845.13	0.74974492216056
ENSMUSG00000022552.15	0.74991685163216
ENSMUSG00000022863.14	0.750223084341516
ENSMUSG00000049556.5	0.750223361454001
ENSMUSG00000003033.14	0.750263838761813
ENSMUSG00000028439.14	0.750274630486285
ENSMUSG00000025364.12	0.750274630486285
ENSMUSG00000027419.9	0.750369726744626
ENSMUSG00000030102.10	0.750676317030498
ENSMUSG00000060098.11	0.750731504897003
ENSMUSG00000028145.9	0.750742725140312
ENSMUSG00000067942.5	0.750742725140312
ENSMUSG00000093436.6	0.750742725140312
ENSMUSG00000058396.7	0.750742725140312
ENSMUSG00000000532.10	0.750742725140312
ENSMUSG00000034452.7	0.750742725140312
ENSMUSG00000106241.1	0.750742725140312
ENSMUSG00000027108.15	0.750742725140312
ENSMUSG00000029381.15	0.750742725140312
ENSMUSG00000022337.6	0.750746320395434
ENSMUSG00000020524.16	0.750933146590108
ENSMUSG00000024404.6	0.75094619842216
ENSMUSG00000034107.10	0.75094619842216
ENSMUSG00000085707.1	0.751122565726033
ENSMUSG00000037992.16	0.751245949682943
ENSMUSG00000044367.7	0.751354583581919
ENSMUSG00000028907.7	0.751393874969632
ENSMUSG00000029674.13	0.751547638242485
ENSMUSG00000014158.11	0.751663342965991
ENSMUSG00000097814.5	0.751663342965991
ENSMUSG00000027463.14	0.751663342965991
ENSMUSG00000035916.7	0.751663342965991
ENSMUSG00000031374.13	0.751750424582541
ENSMUSG00000021898.14	0.751750424582541
ENSMUSG00000073131.12	0.751751256413007
ENSMUSG00000085412.7	0.751751256413007
ENSMUSG00000006782.16	0.751897696128252
ENSMUSG00000021799.8	0.751897696128252
ENSMUSG00000049504.12	0.75195780069184
ENSMUSG00000085558.7	0.75200588269258
ENSMUSG00000032334.9	0.75200588269258
ENSMUSG00000020191.11	0.75200588269258
ENSMUSG00000039804.15	0.75200588269258
ENSMUSG00000060257.2	0.75200588269258
ENSMUSG00000042590.16	0.75200588269258
ENSMUSG00000078974.10	0.75200588269258
ENSMUSG00000039018.15	0.752017239293236
ENSMUSG00000097710.1	0.752247675968565
ENSMUSG00000109372.1	0.752247675968565
ENSMUSG00000033016.15	0.752538069202643
ENSMUSG00000074847.2	0.752538069202643
ENSMUSG00000040795.12	0.752538069202643
ENSMUSG00000006522.15	0.752538069202643
ENSMUSG00000104018.1	0.752538069202643
ENSMUSG00000029179.14	0.752538069202643
ENSMUSG00000047187.9	0.752538069202643
ENSMUSG00000070315.11	0.752636990413991
ENSMUSG00000031129.9	0.752636990413991
ENSMUSG00000032400.17	0.752636990413991
ENSMUSG00000026219.14	0.752636990413991
ENSMUSG00000040471.17	0.752636990413991
ENSMUSG00000037375.16	0.752636990413991
ENSMUSG00000012076.7	0.752636990413991
ENSMUSG00000048388.3	0.752684271728919
ENSMUSG00000104033.1	0.752684271728919
ENSMUSG00000025064.14	0.752684271728919
ENSMUSG00000070644.13	0.75268635057812
ENSMUSG00000019850.11	0.752739526065482
ENSMUSG00000039753.16	0.752775556604903
ENSMUSG00000074817.2	0.752867286968128
ENSMUSG00000030327.8	0.752929745135867
ENSMUSG00000028648.13	0.752943567829743
ENSMUSG00000079171.3	0.752959969413445
ENSMUSG00000041688.16	0.752987557365006
ENSMUSG00000037461.10	0.753012322419388
ENSMUSG00000027778.15	0.753025001156958
ENSMUSG00000022216.16	0.753065249162225
ENSMUSG00000032014.5	0.753065249162225
ENSMUSG00000030062.7	0.753359213113246
ENSMUSG00000024818.14	0.753398543879923
ENSMUSG00000097761.1	0.753398543879923
ENSMUSG00000080406.1	0.753398543879923
ENSMUSG00000086465.1	0.753398543879923
ENSMUSG00000040797.16	0.753651446021
ENSMUSG00000034573.14	0.753749433380682
ENSMUSG00000020173.17	0.753749433380682
ENSMUSG00000048544.8	0.753749433380682
ENSMUSG00000078958.9	0.753749433380682
ENSMUSG00000020758.15	0.753749433380682
ENSMUSG00000049796.4	0.753863520051261
ENSMUSG00000018822.7	0.753896891810074
ENSMUSG00000021831.8	0.753896891810074
ENSMUSG00000108532.1	0.753896891810074
ENSMUSG00000029815.12	0.753896891810074
ENSMUSG00000046032.16	0.753896891810074
ENSMUSG00000109371.1	0.753896891810074
ENSMUSG00000028688.13	0.754127268829892
ENSMUSG00000092257.1	0.754127268829892
ENSMUSG00000020029.5	0.75414686950418
ENSMUSG00000032621.8	0.75414686950418
ENSMUSG00000030407.2	0.754171407180322
ENSMUSG00000079304.5	0.754236157606992
ENSMUSG00000051839.7	0.754342028951882
ENSMUSG00000097333.7	0.754342028951882
ENSMUSG00000032067.5	0.754342028951882
ENSMUSG00000031831.6	0.75453109506405
ENSMUSG00000042873.11	0.754532155907294
ENSMUSG00000021534.7	0.754928191536356
ENSMUSG00000036009.16	0.754928191536356
ENSMUSG00000030889.14	0.755073869557958
ENSMUSG00000008450.7	0.755092298142215
ENSMUSG00000048763.11	0.755098296623939
ENSMUSG00000027833.16	0.755120472010899
ENSMUSG00000016239.11	0.755120472010899
ENSMUSG00000030663.12	0.755120472010899
ENSMUSG00000106826.1	0.755120472010899
ENSMUSG00000068014.5	0.755120472010899
ENSMUSG00000071291.10	0.755120472010899
ENSMUSG00000031667.16	0.755206171862596
ENSMUSG00000030966.13	0.755206171862596
ENSMUSG00000035382.8	0.755206171862596
ENSMUSG00000042408.13	0.755206171862596
ENSMUSG00000030077.11	0.755206171862596
ENSMUSG00000096257.2	0.755206171862596
ENSMUSG00000018507.16	0.755256523553126
ENSMUSG00000050953.9	0.755256523553126
ENSMUSG00000031478.16	0.755256523553126
ENSMUSG00000041471.8	0.755320225063671
ENSMUSG00000108897.1	0.755392593658165
ENSMUSG00000052155.5	0.755392593658165
ENSMUSG00000070291.4	0.755392593658165
ENSMUSG00000024683.5	0.755392593658165
ENSMUSG00000024576.14	0.755392593658165
ENSMUSG00000098649.2	0.755392593658165
ENSMUSG00000006818.4	0.755392593658165
ENSMUSG00000087433.1	0.755392593658165
ENSMUSG00000084843.1	0.755392593658165
ENSMUSG00000022811.16	0.755392593658165
ENSMUSG00000107498.1	0.755460619674589
ENSMUSG00000027865.10	0.755500224343461
ENSMUSG00000026430.15	0.755587289597493
ENSMUSG00000022353.9	0.755895097571579
ENSMUSG00000087380.7	0.755895097571579
ENSMUSG00000030720.16	0.755895097571579
ENSMUSG00000074733.14	0.755895097571579
ENSMUSG00000037463.14	0.755895097571579
ENSMUSG00000047515.8	0.755895097571579
ENSMUSG00000028975.16	0.755895097571579
ENSMUSG00000034544.17	0.755895097571579
ENSMUSG00000032034.5	0.755895097571579
ENSMUSG00000045252.11	0.75593441292476
ENSMUSG00000053436.14	0.756024126033241
ENSMUSG00000097055.1	0.756074736258232
ENSMUSG00000097726.7	0.756104767840273
ENSMUSG00000025666.16	0.756278210050772
ENSMUSG00000058729.13	0.756435506316468
ENSMUSG00000090907.1	0.756441606029768
ENSMUSG00000010086.17	0.756482255937563
ENSMUSG00000022780.5	0.756482255937563
ENSMUSG00000028226.15	0.756482255937563
ENSMUSG00000103037.1	0.756482255937563
ENSMUSG00000011148.13	0.756482255937563
ENSMUSG00000034321.13	0.756482255937563
ENSMUSG00000085603.2	0.756482255937563
ENSMUSG00000049106.6	0.756589361102415
ENSMUSG00000072875.2	0.756589361102415
ENSMUSG00000037617.11	0.756677854422546
ENSMUSG00000043061.9	0.756677854422546
ENSMUSG00000009905.5	0.756677854422546
ENSMUSG00000050017.11	0.757408421327995
ENSMUSG00000029461.16	0.75749438564009
ENSMUSG00000060950.11	0.75753126996935
ENSMUSG00000058756.13	0.757556773684988
ENSMUSG00000105694.1	0.757556773684988
ENSMUSG00000075225.12	0.757598136343307
ENSMUSG00000037393.2	0.757598136343307
ENSMUSG00000078429.8	0.757663191119359
ENSMUSG00000063406.11	0.757713810097704
ENSMUSG00000030583.16	0.757713810097704
ENSMUSG00000021719.8	0.75772483229569
ENSMUSG00000021594.10	0.757981015486394
ENSMUSG00000030761.15	0.757981015486394
ENSMUSG00000032375.15	0.757981015486394
ENSMUSG00000037370.13	0.758082691448603
ENSMUSG00000049657.9	0.758124964922291
ENSMUSG00000039835.16	0.75823173857368
ENSMUSG00000029188.14	0.758270631420495
ENSMUSG00000100301.6	0.758270631420495
ENSMUSG00000032185.14	0.758270631420495
ENSMUSG00000049122.17	0.758315159515005
ENSMUSG00000100596.1	0.758315159515005
ENSMUSG00000021097.14	0.758315159515005
ENSMUSG00000103403.1	0.758506227977243
ENSMUSG00000002205.16	0.7585457257165
ENSMUSG00000102241.1	0.7585457257165
ENSMUSG00000082765.3	0.7585457257165
ENSMUSG00000050503.8	0.7585457257165
ENSMUSG00000097892.2	0.758819670046834
ENSMUSG00000001588.12	0.758879962782421
ENSMUSG00000107412.1	0.758979493531921
ENSMUSG00000012187.13	0.758979493531921
ENSMUSG00000027867.10	0.758979493531921
ENSMUSG00000024983.9	0.758979493531921
ENSMUSG00000022309.8	0.758979493531921
ENSMUSG00000077711.1	0.758979493531921
ENSMUSG00000017664.16	0.758979493531921
ENSMUSG00000042671.12	0.758979493531921
ENSMUSG00000061436.15	0.759057988000143
ENSMUSG00000086682.1	0.759082141772398
ENSMUSG00000020783.14	0.759143077635081
ENSMUSG00000032294.16	0.759322589965387
ENSMUSG00000028976.10	0.759475008140278
ENSMUSG00000102618.1	0.759625539152239
ENSMUSG00000053063.11	0.759740869639551
ENSMUSG00000031990.14	0.759800257033397
ENSMUSG00000102758.3	0.759882794777007
ENSMUSG00000027800.14	0.760114894969461
ENSMUSG00000038429.10	0.760158839859291
ENSMUSG00000022438.6	0.760362827066289
ENSMUSG00000056698.11	0.760362827066289
ENSMUSG00000093898.2	0.760362827066289
ENSMUSG00000029722.15	0.760420231567258
ENSMUSG00000004667.18	0.760580930584378
ENSMUSG00000023572.16	0.760580930584378
ENSMUSG00000074981.12	0.760580930584378
ENSMUSG00000034926.3	0.760847185967637
ENSMUSG00000047735.14	0.760847185967637
ENSMUSG00000095193.1	0.760847185967637
ENSMUSG00000031970.16	0.760852557535698
ENSMUSG00000035963.8	0.760857609835934
ENSMUSG00000037990.18	0.760857609835934
ENSMUSG00000042328.13	0.761167692884601
ENSMUSG00000021578.16	0.761167692884601
ENSMUSG00000014609.16	0.76139666177362
ENSMUSG00000078601.4	0.76139666177362
ENSMUSG00000027716.13	0.76139666177362
ENSMUSG00000087042.1	0.76139666177362
ENSMUSG00000031893.6	0.76139666177362
ENSMUSG00000091549.1	0.76139666177362
ENSMUSG00000106499.1	0.76139666177362
ENSMUSG00000091733.1	0.76139666177362
ENSMUSG00000041997.16	0.76139666177362
ENSMUSG00000060244.1	0.76139666177362
ENSMUSG00000021108.17	0.76139666177362
ENSMUSG00000030557.17	0.76139666177362
ENSMUSG00000097823.2	0.76171939636219
ENSMUSG00000032380.8	0.761789724359953
ENSMUSG00000003072.15	0.761789724359953
ENSMUSG00000016559.14	0.761803379420914
ENSMUSG00000025930.6	0.761803379420914
ENSMUSG00000029247.17	0.761803379420914
ENSMUSG00000039981.5	0.76187892434076
ENSMUSG00000071637.5	0.761913473287407
ENSMUSG00000037139.15	0.761913473287407
ENSMUSG00000020460.15	0.761913473287407
ENSMUSG00000049164.6	0.762213098968064
ENSMUSG00000027799.12	0.762386366579119
ENSMUSG00000038346.18	0.762557155002066
ENSMUSG00000100618.1	0.762557155002066
ENSMUSG00000010044.12	0.762557155002066
ENSMUSG00000036139.6	0.762563987329021
ENSMUSG00000049882.9	0.76260366239291
ENSMUSG00000028884.14	0.762619891653292
ENSMUSG00000047098.17	0.762619891653292
ENSMUSG00000090877.3	0.762619891653292
ENSMUSG00000034022.7	0.762619891653292
ENSMUSG00000092593.1	0.762619891653292
ENSMUSG00000031592.10	0.762619891653292
ENSMUSG00000044206.3	0.762689816540559
ENSMUSG00000005447.12	0.762785569770189
ENSMUSG00000071424.10	0.762785569770189
ENSMUSG00000065191.1	0.762785569770189
ENSMUSG00000027676.11	0.762832208082483
ENSMUSG00000020330.16	0.763084940602715
ENSMUSG00000008307.11	0.763084940602715
ENSMUSG00000073590.3	0.763094302597297
ENSMUSG00000042508.16	0.763094302597297
ENSMUSG00000035401.9	0.763094302597297
ENSMUSG00000020638.7	0.763094302597297
ENSMUSG00000003581.14	0.763161217082103
ENSMUSG00000048285.8	0.763161217082103
ENSMUSG00000025979.13	0.763161217082103
ENSMUSG00000084347.3	0.763161217082103
ENSMUSG00000021662.9	0.763544474671447
ENSMUSG00000041740.16	0.763544474671447
ENSMUSG00000029673.17	0.764043380539605
ENSMUSG00000032179.7	0.764043380539605
ENSMUSG00000020150.13	0.764045087141674
ENSMUSG00000037477.7	0.764045087141674
ENSMUSG00000109089.1	0.764045087141674
ENSMUSG00000049526.7	0.764045087141674
ENSMUSG00000022346.14	0.764045087141674
ENSMUSG00000022673.4	0.764045087141674
ENSMUSG00000026426.10	0.764045087141674
ENSMUSG00000052137.11	0.764045087141674
ENSMUSG00000044783.16	0.764045087141674
ENSMUSG00000022510.14	0.764045087141674
ENSMUSG00000094840.5	0.764045087141674
ENSMUSG00000021373.15	0.764045087141674
ENSMUSG00000028919.11	0.764045087141674
ENSMUSG00000049265.7	0.764045087141674
ENSMUSG00000033576.11	0.764045087141674
ENSMUSG00000032487.8	0.764045087141674
ENSMUSG00000104475.1	0.764045087141674
ENSMUSG00000052373.14	0.764045087141674
ENSMUSG00000103409.1	0.764045087141674
ENSMUSG00000030641.10	0.764045087141674
ENSMUSG00000104983.1	0.764735512414385
ENSMUSG00000066800.11	0.764794070195473
ENSMUSG00000005882.18	0.765125836509572
ENSMUSG00000054435.16	0.765125836509572
ENSMUSG00000070565.11	0.765533408454251
ENSMUSG00000005682.8	0.765550965479119
ENSMUSG00000029149.14	0.765550965479119
ENSMUSG00000023066.9	0.765550965479119
ENSMUSG00000074771.10	0.765586773516473
ENSMUSG00000045009.9	0.765620443123155
ENSMUSG00000046402.10	0.765671015634832
ENSMUSG00000062944.4	0.765671015634832
ENSMUSG00000027544.16	0.765671015634832
ENSMUSG00000064068.13	0.765844982816961
ENSMUSG00000006457.3	0.766017462265255
ENSMUSG00000107045.1	0.766171758635914
ENSMUSG00000035621.13	0.766171758635914
ENSMUSG00000038146.7	0.766475528450173
ENSMUSG00000031700.11	0.766475528450173
ENSMUSG00000099760.1	0.766475528450173
ENSMUSG00000033478.4	0.766475528450173
ENSMUSG00000099267.1	0.766475528450173
ENSMUSG00000026825.17	0.766475528450173
ENSMUSG00000024526.8	0.766475528450173
ENSMUSG00000042742.7	0.766475528450173
ENSMUSG00000043716.13	0.766475528450173
ENSMUSG00000099874.1	0.76677649042357
ENSMUSG00000022584.14	0.766874731788196
ENSMUSG00000059482.15	0.766897575721558
ENSMUSG00000097401.1	0.766910789617812
ENSMUSG00000044447.4	0.76697396521172
ENSMUSG00000022449.14	0.76697396521172
ENSMUSG00000036863.11	0.76697396521172
ENSMUSG00000105202.1	0.76697396521172
ENSMUSG00000025318.13	0.76697396521172
ENSMUSG00000083669.5	0.76697396521172
ENSMUSG00000023011.7	0.76697396521172
ENSMUSG00000085628.4	0.76697396521172
ENSMUSG00000090246.1	0.76697396521172
ENSMUSG00000097348.8	0.76697396521172
ENSMUSG00000109853.1	0.766978049100112
ENSMUSG00000042851.17	0.766978049100112
ENSMUSG00000021803.9	0.766978049100112
ENSMUSG00000104925.1	0.766978049100112
ENSMUSG00000066705.6	0.766978049100112
ENSMUSG00000078606.8	0.766978049100112
ENSMUSG00000028702.15	0.766978049100112
ENSMUSG00000078861.8	0.766978049100112
ENSMUSG00000032514.11	0.766978049100112
ENSMUSG00000024644.16	0.766978049100112
ENSMUSG00000022089.8	0.766978049100112
ENSMUSG00000029613.15	0.766978049100112
ENSMUSG00000028964.14	0.766978049100112
ENSMUSG00000063297.7	0.766978049100112
ENSMUSG00000073805.5	0.766978049100112
ENSMUSG00000017404.12	0.766978049100112
ENSMUSG00000028868.13	0.766978049100112
ENSMUSG00000023935.9	0.766978049100112
ENSMUSG00000022439.9	0.767016144494867
ENSMUSG00000042115.4	0.767138764469425
ENSMUSG00000001672.14	0.767217092491973
ENSMUSG00000029346.12	0.767217092491973
ENSMUSG00000041133.11	0.767217092491973
ENSMUSG00000014959.12	0.767419171320064
ENSMUSG00000026950.17	0.767484901625352
ENSMUSG00000027088.10	0.767484901625352
ENSMUSG00000032305.14	0.767484901625352
ENSMUSG00000003184.15	0.767484901625352
ENSMUSG00000010142.12	0.767578024295765
ENSMUSG00000059970.6	0.767607191859476
ENSMUSG00000024579.7	0.767763517841312
ENSMUSG00000033430.9	0.768007466635252
ENSMUSG00000085498.1	0.768185458265681
ENSMUSG00000028854.9	0.768676883135327
ENSMUSG00000018750.14	0.768810450731605
ENSMUSG00000003526.11	0.768810450731605
ENSMUSG00000031748.15	0.768810450731605
ENSMUSG00000000441.17	0.768810450731605
ENSMUSG00000002768.7	0.768810450731605
ENSMUSG00000028876.7	0.768833725413903
ENSMUSG00000047205.12	0.768833725413903
ENSMUSG00000109975.1	0.768833725413903
ENSMUSG00000071679.4	0.768834652813162
ENSMUSG00000109317.1	0.768866289170788
ENSMUSG00000039956.8	0.769088647367317
ENSMUSG00000034707.6	0.769177647565753
ENSMUSG00000093394.1	0.7693620242511
ENSMUSG00000026828.11	0.7693620242511
ENSMUSG00000063109.13	0.7693620242511
ENSMUSG00000019929.15	0.7693620242511
ENSMUSG00000091534.2	0.7693620242511
ENSMUSG00000062329.4	0.769430862994479
ENSMUSG00000038094.15	0.769430862994479
ENSMUSG00000102340.1	0.769538176692995
ENSMUSG00000028898.15	0.769564404824032
ENSMUSG00000025646.8	0.769640131493131
ENSMUSG00000033386.10	0.769648754139206
ENSMUSG00000020346.16	0.769700998364503
ENSMUSG00000079481.11	0.769700998364503
ENSMUSG00000015790.16	0.769702257799663
ENSMUSG00000002396.8	0.769702257799663
ENSMUSG00000099719.1	0.769702257799663
ENSMUSG00000024293.15	0.769702257799663
ENSMUSG00000048856.8	0.769702257799663
ENSMUSG00000104713.4	0.7701921411005
ENSMUSG00000104516.1	0.770272322371605
ENSMUSG00000027804.13	0.770272322371605
ENSMUSG00000032291.8	0.770272322371605
ENSMUSG00000021908.9	0.770272322371605
ENSMUSG00000025141.2	0.770272322371605
ENSMUSG00000087496.1	0.770272322371605
ENSMUSG00000032536.10	0.770272322371605
ENSMUSG00000025209.4	0.770272322371605
ENSMUSG00000040820.15	0.770272322371605
ENSMUSG00000092569.1	0.770272322371605
ENSMUSG00000015671.10	0.770272322371605
ENSMUSG00000023274.14	0.770272322371605
ENSMUSG00000027186.14	0.770614974812711
ENSMUSG00000055313.14	0.77064723245279
ENSMUSG00000079038.2	0.770671755435687
ENSMUSG00000079505.2	0.770735306614836
ENSMUSG00000109489.1	0.770769904900232
ENSMUSG00000042743.13	0.770769904900232
ENSMUSG00000086216.1	0.770769904900232
ENSMUSG00000032443.15	0.77084419929642
ENSMUSG00000035674.13	0.770912381852901
ENSMUSG00000021913.7	0.771038230596863
ENSMUSG00000020661.15	0.771107202842272
ENSMUSG00000021759.13	0.771107202842272
ENSMUSG00000024517.16	0.77111080488718
ENSMUSG00000032582.14	0.771157330475211
ENSMUSG00000020032.14	0.771680903823023
ENSMUSG00000107909.1	0.771777764015699
ENSMUSG00000091476.6	0.771777764015699
ENSMUSG00000021987.8	0.771777764015699
ENSMUSG00000057605.4	0.771778330491411
ENSMUSG00000041762.16	0.77178395221984
ENSMUSG00000034333.15	0.77178395221984
ENSMUSG00000015971.4	0.77178395221984
ENSMUSG00000105550.1	0.77178395221984
ENSMUSG00000081406.4	0.77178395221984
ENSMUSG00000026117.10	0.77178395221984
ENSMUSG00000027160.16	0.77184670245889
ENSMUSG00000077625.1	0.771898581289168
ENSMUSG00000037197.11	0.771898581289168
ENSMUSG00000043770.10	0.771993225701111
ENSMUSG00000075511.8	0.772059640574942
ENSMUSG00000039199.5	0.772202821455919
ENSMUSG00000038042.9	0.772486825662683
ENSMUSG00000025916.10	0.77280491043162
ENSMUSG00000058388.14	0.772935395244133
ENSMUSG00000027863.8	0.772974050823601
ENSMUSG00000025727.8	0.773058174171279
ENSMUSG00000036551.6	0.773121664021333
ENSMUSG00000042628.7	0.773126281055798
ENSMUSG00000034673.14	0.773126281055798
ENSMUSG00000024091.8	0.773145316355562
ENSMUSG00000032549.7	0.773264178717776
ENSMUSG00000054889.9	0.773317446335353
ENSMUSG00000058793.14	0.773317446335353
ENSMUSG00000022132.15	0.773317446335353
ENSMUSG00000031532.6	0.773317446335353
ENSMUSG00000024397.14	0.773421519940176
ENSMUSG00000054079.12	0.773421519940176
ENSMUSG00000108701.1	0.773487016784503
ENSMUSG00000036752.4	0.773487016784503
ENSMUSG00000026797.16	0.773706213577991
ENSMUSG00000090050.1	0.773706213577991
ENSMUSG00000028517.8	0.774049227051618
ENSMUSG00000069844.12	0.774049227051618
ENSMUSG00000052270.7	0.774049227051618
ENSMUSG00000047797.14	0.774168146147792
ENSMUSG00000051590.9	0.774168146147792
ENSMUSG00000033396.13	0.774168146147792
ENSMUSG00000020961.14	0.774169390442377
ENSMUSG00000024642.16	0.774169390442377
ENSMUSG00000022306.8	0.77421172512779
ENSMUSG00000005089.15	0.77421172512779
ENSMUSG00000016349.10	0.77421172512779
ENSMUSG00000068226.3	0.77421172512779
ENSMUSG00000021281.15	0.774434539589848
ENSMUSG00000020870.7	0.774434539589848
ENSMUSG00000025172.2	0.774476715176637
ENSMUSG00000034157.12	0.774476715176637
ENSMUSG00000027879.9	0.774476715176637
ENSMUSG00000020850.14	0.774476715176637
ENSMUSG00000029546.12	0.774476715176637
ENSMUSG00000028345.15	0.774476715176637
ENSMUSG00000031772.17	0.774567106844426
ENSMUSG00000020486.18	0.77474845281495
ENSMUSG00000105695.1	0.77474845281495
ENSMUSG00000054000.5	0.77474845281495
ENSMUSG00000034591.5	0.775033478307349
ENSMUSG00000079386.8	0.775250548257143
ENSMUSG00000100490.1	0.775250548257143
ENSMUSG00000062116.10	0.775250548257143
ENSMUSG00000032925.16	0.775254479018444
ENSMUSG00000097204.2	0.775357228962498
ENSMUSG00000088151.1	0.775357228962498
ENSMUSG00000109399.1	0.775357228962498
ENSMUSG00000029480.13	0.775407624140983
ENSMUSG00000086321.1	0.775407624140983
ENSMUSG00000004996.9	0.775407624140983
ENSMUSG00000026275.13	0.775759136548093
ENSMUSG00000037679.8	0.775904700644774
ENSMUSG00000022150.16	0.776088696301591
ENSMUSG00000043702.9	0.776088696301591
ENSMUSG00000090124.7	0.776239942371441
ENSMUSG00000028701.4	0.776500063336237
ENSMUSG00000093579.1	0.776500063336237
ENSMUSG00000066551.12	0.776500063336237
ENSMUSG00000020878.6	0.776500063336237
ENSMUSG00000031962.5	0.776500063336237
ENSMUSG00000051682.15	0.776630465123743
ENSMUSG00000023367.14	0.776729073242368
ENSMUSG00000027447.6	0.776729073242368
ENSMUSG00000024018.17	0.776729073242368
ENSMUSG00000001247.16	0.776729073242368
ENSMUSG00000027180.12	0.776729073242368
ENSMUSG00000054409.4	0.776729073242368
ENSMUSG00000036792.12	0.776779106332672
ENSMUSG00000029428.13	0.776806698390878
ENSMUSG00000030683.11	0.776813894986111
ENSMUSG00000079057.4	0.776813894986111
ENSMUSG00000032216.14	0.776813894986111
ENSMUSG00000032489.17	0.776813894986111
ENSMUSG00000109486.1	0.776813894986111
ENSMUSG00000054277.7	0.776813894986111
ENSMUSG00000001555.10	0.776830578905673
ENSMUSG00000087333.1	0.776833829812531
ENSMUSG00000056498.13	0.77701821540167
ENSMUSG00000058881.12	0.77701821540167
ENSMUSG00000110411.1	0.77701821540167
ENSMUSG00000090069.2	0.777037986753397
ENSMUSG00000021379.1	0.777491259832244
ENSMUSG00000090257.1	0.777491259832244
ENSMUSG00000060657.7	0.777667562505443
ENSMUSG00000106056.1	0.777804066717405
ENSMUSG00000029475.17	0.77780878322228
ENSMUSG00000020017.14	0.77780878322228
ENSMUSG00000035278.8	0.77780878322228
ENSMUSG00000081769.8	0.777939899912095
ENSMUSG00000028862.6	0.777939899912095
ENSMUSG00000026341.16	0.778108130337271
ENSMUSG00000014198.15	0.778108130337271
ENSMUSG00000095123.1	0.778108130337271
ENSMUSG00000087382.7	0.778108130337271
ENSMUSG00000040721.9	0.778108130337271
ENSMUSG00000019518.10	0.778108130337271
ENSMUSG00000031540.13	0.778108130337271
ENSMUSG00000065564.1	0.778115461352085
ENSMUSG00000028063.15	0.778119052416364
ENSMUSG00000073155.12	0.778235184121342
ENSMUSG00000031982.4	0.778393759639418
ENSMUSG00000085049.1	0.778545791995034
ENSMUSG00000021113.4	0.778545791995034
ENSMUSG00000003882.4	0.778545791995034
ENSMUSG00000018999.14	0.778545791995034
ENSMUSG00000079654.3	0.778545791995034
ENSMUSG00000051062.6	0.778545791995034
ENSMUSG00000042788.12	0.778545791995034
ENSMUSG00000024812.9	0.778545791995034
ENSMUSG00000020175.13	0.778545791995034
ENSMUSG00000089902.1	0.778545791995034
ENSMUSG00000021940.9	0.778545791995034
ENSMUSG00000022125.6	0.77862857895363
ENSMUSG00000027523.19	0.77862857895363
ENSMUSG00000086806.1	0.77862857895363
ENSMUSG00000030205.15	0.77862857895363
ENSMUSG00000041124.10	0.77862857895363
ENSMUSG00000019173.11	0.77862857895363
ENSMUSG00000055963.12	0.778711127462335
ENSMUSG00000040652.15	0.778793219677821
ENSMUSG00000030753.15	0.778895654252265
ENSMUSG00000045435.9	0.778895654252265
ENSMUSG00000025582.4	0.778988632568813
ENSMUSG00000039349.5	0.779041745449649
ENSMUSG00000018209.15	0.779061352092724
ENSMUSG00000071748.2	0.779066815959547
ENSMUSG00000020114.12	0.779066815959547
ENSMUSG00000031555.15	0.779094536914438
ENSMUSG00000106662.1	0.779094536914438
