C91	C92	C93
182	252	160
190	243	191
1137	800	680
21	10	19
363	410	394
1978	2769	2106
0	0	0
241	293	253
0	0	0
0	0	0
760	980	697
1	11	3
822	904	747
658	1020	1103
0	0	0
24	112	104
0	0	1
100	61	63
6	30	42
18	14	9
0	0	0
440	596	461
2028	1722	1586
0	0	0
0	0	0
587	626	577
0	1	0
0	1	0
0	0	0
1382	1476	901
0	0	0
500	693	667
0	0	0
75	79	82
2511	2297	2013
30	29	30
74	66	60
0	0	0
636	962	742
0	0	0
564	533	419
0	0	0
5506	4144	3751
274	163	180
1	0	2
12	1	8
321	353	295
956	1110	873
602	1663	1394
1332	1570	1467
2	3	4
57	66	37
5	16	8
55	52	45
731	831	694
14	17	17
0	0	0
135	179	246
234	283	190
1601	1014	1668
22	15	12
118	93	123
744	994	916
432	483	481
1	0	0
487	693	575
887	1279	1248
2635	1859	1707
264	312	256
613	739	555
0	0	0
28	42	22
20	15	10
311	321	248
515	585	469
3	11	5
952	1551	1306
916	1350	1260
734	935	794
581	688	595
0	0	0
4724	3795	3003
81	88	62
197	266	214
0	0	1
0	0	0
336	385	330
219	285	264
240	363	371
2807	3073	2516
0	0	0
734	469	498
5949	4621	4343
257	225	323
190	216	161
1099	1285	1016
1890	1434	1146
0	0	0
0	0	0
0	0	0
757	964	802
506	756	743
424	413	360
65	110	108
952	846	721
22	18	18
96	95	55
352	259	405
613	675	450
293	346	292
702	675	748
10644	10644	8920
462	502	330
518	600	543
75	48	52
271	307	279
0	4	0
73	52	49
200	159	119
0	0	0
703	700	561
1	3	1
170	114	108
164	124	46
0	1	0
131	92	65
206	264	241
0	0	0
1072	1046	1017
1	0	4
494	294	325
654	629	572
870	943	806
140	139	151
65	111	190
211	132	121
210	97	395
394	470	354
1168	1419	1149
405	257	224
245	246	255
0	0	0
2475	2117	1708
568	706	634
0	2	0
0	0	0
0	0	0
0	0	0
0	0	7
0	0	0
522	592	473
5	3	4
1321	1593	1259
0	0	2
509	967	667
2	0	0
50	67	46
0	0	1
52	49	76
0	0	0
105	84	66
101	258	205
0	0	0
203	206	140
736	1008	791
824	999	924
703	1037	876
234	218	172
0	2	0
837	888	825
988	923	812
1783	2058	1478
372	548	521
2268	3137	2515
574	704	573
9	0	0
322	321	261
11	10	6
1035	906	766
0	0	0
489	560	395
17	11	25
71	65	60
151	351	307
400	388	322
65	70	55
64	63	58
1219	1971	1410
0	1	0
269	228	126
1526	1820	1317
24	31	33
0	0	0
1722	775	2285
912	981	946
996	943	788
66	49	61
199	277	244
4	4	0
0	1	0
0	0	0
0	0	0
0	0	0
423	250	217
214	173	170
0	4	0
0	0	0
355	617	837
0	0	2
46	38	36
752	748	590
0	0	0
0	0	0
157	116	151
206	221	186
916	870	723
157	125	82
2	1	2
920	665	731
0	0	0
0	0	0
213	168	108
195	353	217
738	1100	787
157	198	123
261	204	211
4	1	1
33	25	27
298	326	299
1630	2132	1810
324	493	375
0	0	0
1626	1727	1366
34	7	39
466	401	581
72	102	61
630	530	563
0	0	0
1111	1019	773
108	123	129
103	175	142
1129	1260	1117
386	220	521
0	0	0
0	0	0
248	148	159
524	342	307
21	29	18
126	103	81
114	87	99
202	170	148
1686	1909	1540
13	6	6
0	0	0
722	685	524
0	0	0
272	351	267
0	0	0
459	529	418
0	0	0
200	132	131
0	0	0
0	0	0
552	326	270
798	638	586
29	17	14
33	42	61
77	124	67
7	4	5
1	0	0
486	585	531
3086	3756	2997
681	1091	731
673	766	658
1855	2685	2169
0	0	0
1144	1223	1008
292	243	199
786	891	711
0	0	0
0	0	0
259	426	390
0	0	0
1	0	0
20	10	11
9	7	6
4	10	4
2821	3658	3348
43	35	35
349	525	382
5	6	6
16	40	13
0	0	0
0	2	0
391	639	419
37	80	41
791	817	665
291	260	236
382	350	393
7837	6986	6376
645	364	461
198	189	156
441	409	343
4	8	1
645	574	433
1381	2192	2102
1	1	0
0	0	0
613	848	732
0	0	1
0	0	0
175	229	218
274	337	297
904	621	600
2379	1932	1651
12	18	14
279	420	329
836	1642	2155
196	177	142
0	0	0
6	6	6
218	295	386
2	7	7
0	0	0
2221	2498	2131
11	9	33
108	89	63
60	64	61
4	3	4
69	81	55
526	728	613
0	0	0
0	0	1
500	792	822
0	0	0
214	239	213
188	146	189
0	0	0
7093	7141	8715
318	507	480
23	12	13
0	0	0
1790	2250	1691
0	2	2
155	150	91
170	352	234
43	64	63
0	0	0
2998	3936	3134
196	170	172
1	0	0
146	142	150
0	0	0
0	0	0
0	12	2
133	155	90
0	0	0
0	0	0
0	0	0
902	649	547
3351	4206	3396
37	25	28
715	517	435
0	0	0
6	8	8
2	1	2
263	336	269
13008	10677	9343
0	0	0
2477	3035	2816
344	276	202
2	4	9
11	5	8
58	77	54
0	0	0
0	0	0
91	124	82
768	785	609
383	331	216
1139	1402	1131
0	0	0
112	117	99
0	0	2
0	0	0
0	0	0
898	2124	1602
234	419	342
4678	8654	7617
83	94	82
276	309	249
292	257	224
298	512	389
1417	1719	1417
0	3	0
423	368	420
589	452	385
205	233	187
0	0	0
0	2	1
247	275	241
91	91	87
49	84	107
954	1169	1024
572	557	414
2	12	10
217	144	173
140	155	135
953	1312	1035
2	3	4
7	7	43
453	400	408
17	21	23
2467	3483	2638
1402	1408	1193
0	0	0
208	453	297
1555	2645	2063
1943	3169	2211
0	3	0
1216	1164	977
0	0	1
5032	5249	4907
0	2	9
91	61	110
5	6	2
1937	3345	3277
0	0	0
99	97	101
0	0	0
59	78	53
0	0	0
204	167	172
0	1	0
0	0	0
802	520	500
12	25	12
835	824	724
325	420	331
1522	965	2513
1169	17	2479
263	293	246
84	67	72
0	0	2
0	0	0
27	78	72
7	12	7
1	1	4
0	2	2
191	528	390
0	0	0
0	0	0
0	0	0
12	10	8
112	99	61
0	3	0
360	235	123
220	149	109
103	58	40
0	0	0
160	134	89
606	509	351
35	31	22
370	576	476
812	1094	929
4181	3042	2645
875	1044	811
13	12	25
2	0	0
2	2	2
371	332	450
364	323	505
0	1	0
523	1050	909
344	321	462
5	8	7
1	0	0
884	973	874
49	35	22
0	0	0
201	155	145
154	152	133
5	4	6
1031	1224	1767
0	0	0
118	92	86
1008	969	784
231	242	399
0	0	0
0	0	0
408	614	496
1322	1752	1553
142	230	169
0	0	0
444	450	359
117	99	97
3	3	7
321	280	313
78	44	49
180	185	138
336	593	543
330	295	355
2995	4712	5262
0	2	4
252	267	265
0	0	0
425	418	330
0	0	0
12876	12147	9149
2425	1520	1524
756	764	590
601	747	692
46	28	63
278	351	259
21	18	36
0	0	0
160	146	148
528	791	687
214	159	139
474	492	443
836	779	698
62	30	83
0	0	0
191	195	192
713	773	598
46	30	28
111	73	66
96	89	80
345	373	284
3	7	7
482	435	370
370	221	480
10	6	2
38	30	23
638	908	735
0	1	0
0	0	0
544	602	507
0	0	0
0	0	0
1267	889	626
154	95	74
5	4	2
667	764	628
0	1	1
0	0	0
2	0	0
359	422	352
214	359	268
0	0	0
47	55	45
256	222	149
1006	1332	1271
0	0	0
224	179	346
183	195	178
94	115	87
144	126	114
0	0	0
1644	1410	1242
18	13	12
343	368	279
333	231	191
272	209	491
83	115	66
448	408	284
163	169	117
164	151	156
28	37	31
1024	1094	923
54	53	44
822	1289	1060
5	3	4
14180	20927	12890
150	111	128
650	768	662
722	653	680
0	0	0
41	87	70
0	0	0
345	470	338
12	6	4
30	66	33
94	64	128
0	1	0
268	208	191
3	1	0
0	0	0
150	147	117
0	0	0
430	297	331
4	1	3
1	0	0
432	607	514
0	0	0
0	0	0
665	511	485
0	0	0
0	0	0
1055	1091	814
1	1	2
149	195	195
1826	2971	2060
7	10	11
1346	1603	1463
93	59	57
924	846	698
4	4	2
218	118	116
504	463	399
23	86	59
482	451	382
95	68	72
10023	12507	10155
2	0	3
20	30	22
29	31	27
89	138	130
68	62	64
351	280	218
29	57	34
642	725	625
1007	1191	1054
9	11	8
40	3	157
459	136	851
0	0	0
1	0	0
1977	2751	2215
247	416	287
47	35	61
2	0	0
0	0	0
0	0	0
540	710	576
1	4	1
37	12	26
750	923	803
0	0	0
8918	9285	7406
0	0	0
540	515	396
1847	1898	1430
0	0	0
149	134	89
313	163	302
75	87	59
14	18	4
160	259	202
0	0	1
158	192	146
0	0	0
1349	1351	1154
28	25	11
2622	1870	1781
378	445	364
191	174	182
590	636	405
0	0	0
0	5	1
0	1	0
382	200	726
207	128	101
7	4	5
186	199	205
8	4	4
567	676	581
0	0	0
272	336	310
418	406	302
39	48	41
0	0	0
111	135	169
0	0	0
0	0	0
407	452	404
4479	7695	8379
3	5	12
13	3	36
1	0	0
370	300	263
946	1237	1011
44	78	56
447	377	385
57	40	33
753	761	615
88	89	67
157	128	122
3963	4729	3818
400	497	371
0	0	0
1	1	0
0	0	0
463	322	937
6	5	10
413	588	569
4021	5089	4908
1110	804	496
11864	13724	12748
945	1075	1034
0	0	1
435	643	430
3884	4929	3547
13872	16712	13883
3898	3394	2376
1036	739	616
120	84	72
0	0	0
599	625	549
0	0	0
97	136	105
152	91	274
0	0	0
24	0	133
10	9	7
0	0	0
0	0	0
3	0	2
240	495	515
123	125	114
434	407	654
0	0	0
0	0	0
0	0	0
0	0	0
22	19	14
586	646	453
2099	2221	1951
30118	32358	26335
28	13	18
80	2	69
0	0	0
0	0	0
39	0	37
0	0	0
355	540	441
103	118	80
40	46	30
0	0	0
180	288	239
189	151	140
255	360	296
76	72	65
661	774	718
1095	1105	1410
2778	1777	1570
584	781	632
1103	1859	1212
716	510	404
0	0	0
0	0	0
1523	1851	1616
887	809	616
831	1281	1239
1831	2207	1941
112	158	143
0	0	0
233	177	114
0	0	0
70	57	40
0	0	0
14	26	17
1052	1443	1255
371	551	525
0	0	1
953	1272	964
2025	1798	1660
0	0	0
0	0	0
6	5	3
122	155	127
724	1017	859
1	0	0
1377	2005	1626
91	74	44
275	213	417
0	0	0
6	0	18
0	0	0
1354	1592	1287
1	0	0
0	0	0
0	0	0
0	0	0
941	1149	961
0	0	0
369	298	208
6	10	10
0	0	0
0	0	0
0	0	0
0	0	0
896	589	519
173	94	169
5	1	1
157	134	136
0	0	0
969	1304	969
808	795	754
0	0	0
0	0	0
1	1	0
0	0	0
2144	2416	2040
112	151	108
0	0	0
0	0	0
0	0	0
39	40	44
305	255	229
440	443	317
0	0	0
501	422	404
683	651	577
0	0	0
103	64	79
462	353	338
126	173	131
0	0	0
63	101	70
6872	6421	5655
9	16	17
0	1	1
1036	1711	1505
738	1204	1066
597	563	461
1057	1545	1299
345	341	305
53	60	36
874	681	588
220	246	285
0	0	0
0	0	0
0	0	0
2308	3939	3551
10	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
3	0	0
14	16	10
141	102	63
342	301	250
29	54	39
570	663	635
172	177	156
0	0	0
59	67	50
61	52	46
0	0	0
27	41	31
926	1161	1090
15	6	2
49	36	40
47	78	65
85	72	86
0	0	0
98	44	34
64	5	8
116	126	91
96	115	112
46	46	39
58	82	68
4	6	1
0	0	0
39	35	25
236	307	246
698	763	641
1	2	2
0	0	0
614	890	626
598	680	573
185	220	134
699	866	812
6	2	3
2124	3593	2622
3028	3038	2296
113	63	64
770	562	586
1485	1560	1288
0	0	0
684	481	340
392	555	449
33	35	33
0	0	2
2	0	0
934	1026	892
212	217	155
289	427	382
155	113	212
901	778	633
242	260	158
419	361	355
2	4	5
1352	1013	688
6	0	1
71	47	36
265	262	184
2413	2821	2014
645	843	614
0	0	0
189	101	227
1600	2248	1929
28	14	20
0	0	0
151	128	134
74	76	60
127	152	111
231	155	167
0	0	0
2033	1442	1112
661	772	624
5	4	3
0	0	0
271	302	207
559	518	493
405	1134	944
0	0	3
0	1	0
3543	2701	2031
493	827	427
288	238	172
475	519	457
3	0	6
0	0	0
0	0	0
0	0	0
655	905	743
2	0	0
580	349	325
24	5	7
46	78	48
238	270	205
562	728	756
0	0	0
1033	1110	896
0	0	0
73	123	101
37	47	37
109	131	125
100	116	67
3	0	1
0	0	0
0	0	0
317	390	305
0	0	0
0	0	0
1	0	0
641	1023	843
242	256	216
566	375	548
216	466	368
1075	938	909
251	207	178
363	393	377
412	477	442
61	188	216
0	3	0
0	0	0
803	886	690
0	0	3
0	0	0
0	0	0
1582	1713	1665
27	25	30
49	64	39
0	0	0
812	756	628
260	159	172
1	0	5
206	252	272
0	0	0
1	0	0
0	0	0
0	0	0
0	0	0
443	490	493
3	3	4
182	86	99
0	0	0
1269	795	696
48	23	15
160	203	165
68	40	29
650	627	502
0	0	0
88	144	152
33	14	19
162	94	179
58	91	65
5	0	1
0	0	0
164	202	186
13	20	9
0	0	0
2	2	2
152	120	110
3281	2625	2347
175	85	124
362	273	210
161	142	104
124	102	49
12	7	3
0	0	0
0	0	0
20449	28437	23407
491	422	368
66	57	74
0	0	0
0	0	0
1280	1804	1669
0	0	0
956	1269	915
6	13	8
38	44	40
1561	1717	1299
22	20	27
0	0	0
37	43	30
61	20	147
0	0	0
88	84	60
0	1	0
171	161	133
69	74	89
35	16	18
416	309	293
60	77	85
0	0	0
0	0	0
45	25	21
42	32	25
325	325	344
1023	1291	1028
371	451	425
9	6	8
568	867	606
29	30	32
2404	3231	2408
0	0	0
76	83	65
0	0	0
883	592	651
0	0	0
0	0	0
234	187	162
0	1	1
1	3	0
1731	2536	1949
485	405	364
1877	1549	1210
0	0	0
205	222	153
0	0	0
1354	1196	1604
318	307	225
17	9	13
1208	2026	1658
282	317	177
119	99	96
73	91	98
5	6	3
0	0	0
543	651	593
58	34	34
410	614	414
0	0	0
0	0	0
150	108	114
2	1	0
783	1038	837
4	3	3
108	72	71
6	5	0
23	70	38
86	41	49
762	1207	1031
0	1	0
137	80	78
2018	2332	1831
148	181	112
1794	3835	2386
285	347	305
0	0	0
2414	2702	2118
104	152	67
127	84	75
4101	5737	5632
308	356	318
79	65	58
51	2	98
538	494	463
38	22	19
101	81	90
388	394	302
844	780	606
570	653	510
0	6	5
554	623	442
0	0	0
7	2	0
0	0	0
366	500	476
0	0	0
0	0	0
0	0	0
239	187	145
349	692	543
278	200	173
2	2	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	8
370	395	299
550	711	564
217	180	150
139	202	182
9	16	15
785	833	680
329	467	552
0	0	0
0	0	0
18	10	15
3770	2202	2585
618	399	499
990	945	753
2246	2078	1945
419	503	408
433	426	352
0	0	0
210	205	156
90	14	186
128	72	121
12952	11024	8938
184	205	182
0	0	0
382	423	288
32	0	51
598	749	677
0	0	0
595	765	671
0	0	0
0	0	0
338	438	343
0	0	0
265	379	393
1049	1112	901
0	1	0
1513	2405	1791
0	2	0
418	442	405
827	892	783
237	376	259
527	658	454
267	303	256
1993	1403	1170
335	245	223
0	0	0
811	864	801
209	166	163
0	0	0
0	0	0
75	153	137
4654	3660	2983
451	469	493
149	125	121
633	878	699
291	329	288
586	801	635
234	257	244
342	434	342
331	368	270
24	8	3
496	385	349
0	0	0
33	25	30
163	224	167
0	2	0
7	4	1
38	30	32
0	0	0
0	0	0
0	0	0
192	123	164
1	0	1
170	112	98
2370	4225	3021
641	447	384
87	83	104
235	228	226
842	1090	939
75	147	154
649	880	729
393	384	350
345	259	238
381	478	359
214	192	131
66	62	44
0	0	0
2308	2120	1820
220	357	382
2359	1984	1727
2	2	8
0	0	0
882	1495	1069
30	33	22
233	175	202
149	79	111
37	56	39
87	363	318
629	379	812
26	23	9
41	45	27
210	169	158
376	423	362
511	745	760
5	15	11
0	0	0
454	417	380
502	467	410
0	2	1
6	27	15
340	374	227
430	472	351
0	1	0
124	80	51
40	46	48
0	1	0
180	178	134
950	978	750
110	151	149
440	420	324
0	0	0
284	322	201
576	465	388
90	96	144
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
25	31	21
486	462	393
11	10	12
0	0	0
255	237	206
0	0	0
0	0	0
360	329	352
2785	3885	2949
206	203	182
572	506	393
1	2	0
406	489	405
115	74	62
243	121	324
353	412	395
226	203	128
9	35	48
272	393	323
0	0	0
432	538	478
4	4	11
0	0	0
149	176	141
153	142	112
5	5	11
109	130	109
880	885	818
112	74	84
95	83	63
408	352	262
0	0	0
267	416	383
330	303	246
0	0	0
0	0	0
0	0	0
0	0	0
9	7	1
0	0	0
363	77	999
190	172	161
1068	1975	1634
30	14	30
96	33	63
371	301	257
395	309	294
0	0	0
0	0	0
318	249	271
5	2	28
681	646	516
0	0	0
0	0	0
352	358	284
206	713	522
911	946	763
272	247	300
0	0	0
17	14	5
0	0	0
508	612	476
454	454	438
669	824	896
1767	2301	2380
651	528	600
0	0	0
294	385	376
0	0	0
32	46	51
70	116	151
218	181	175
452	500	422
381	451	365
108	66	65
4	5	5
0	5	5
0	0	0
56	33	13
81	240	238
257	266	221
38	32	33
9	4	5
59	72	60
1	0	1
0	0	0
4	0	3
224	227	225
262	268	174
1	1	0
0	0	0
0	0	0
335	267	242
699	832	657
0	0	0
1	1	2
292	258	208
19	13	9
0	0	0
0	0	0
203	194	152
0	0	0
0	5	0
1367	1908	1573
26	50	18
0	0	0
166	197	239
587	385	309
232	431	367
461	795	820
0	0	0
63	99	78
6	9	1
312	300	246
334	412	318
36	42	30
512	860	663
414	416	303
250	267	208
0	0	0
187	53	378
70	92	100
0	0	0
603	610	761
221	255	197
822	1509	1247
160	189	129
0	0	0
145	126	128
98	61	113
3	0	3
44	0	109
1681	2154	2204
1	0	3
4	6	9
18	3	66
3	0	4
12	5	3
0	1	2
6	2	10
7	6	5
234	247	241
0	0	0
288	267	219
0	2	0
0	0	0
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
1001	996	854
63	1	155
0	0	0
70	116	115
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
318	111	329
98	120	113
14	30	15
0	0	0
0	0	0
1	2	2
5	10	7
243	329	283
2050	1967	1610
944	73	1771
39	2	51
0	0	0
0	0	0
15	0	31
65	34	97
105	135	91
0	0	0
961	1207	1040
170	162	162
299	357	321
0	0	0
1342	1929	2043
42	5	79
0	0	0
444	569	437
4484	3352	3267
0	0	0
2	0	1
329	618	646
44	59	68
187	297	188
711	683	623
3	1	0
993	1163	907
405	263	256
1105	653	659
870	840	685
589	535	468
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
282	348	354
5371	6134	5368
462	495	380
46	39	49
45	50	35
101	41	191
0	0	0
339	313	296
180	193	151
0	1	0
6988	8028	5447
31	18	16
169	216	140
68	60	75
550	453	448
0	0	0
0	0	0
0	0	0
0	0	0
673	587	510
257	269	301
71	96	87
139	109	87
17	14	14
0	0	1
124	236	233
0	0	1
265	262	232
2767	5869	5277
2403	4216	4551
625	547	412
1	1	0
4	0	1
0	0	0
858	545	450
173	196	157
89	72	56
53	32	41
0	0	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
93	77	30
597	796	676
50	30	41
2	0	0
580	490	385
1782	1406	1085
217	673	423
0	3	0
0	0	0
107	131	81
0	0	2
55	61	64
77	73	77
1279	1305	1180
1263	1528	1280
7	2	4
0	0	0
89	106	114
0	0	0
1	11	2
5820	4324	4813
30	31	18
14	13	17
2	6	1
344	451	327
0	0	0
0	0	0
0	0	0
0	0	0
187	197	158
447	639	446
1	0	0
4798	4900	4466
13	16	9
2074	3158	2500
0	0	0
465	520	418
432	481	430
2039	2389	2687
4	1	3
33	32	21
1381	1490	1239
0	0	0
758	1134	1112
6	5	10
291	276	262
332	317	238
1127	1644	1532
183	187	150
14	28	10
1	0	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
436	531	483
360	588	489
0	0	0
0	0	0
64	81	104
0	0	0
0	0	0
0	0	0
379	716	526
472	742	501
271	574	522
141	224	207
119	142	125
0	0	0
0	2	4
7	4	3
0	0	0
28	7	0
112	112	73
45	33	19
0	0	0
0	0	0
0	0	0
995	1299	1172
16	31	21
1368	1551	1162
568	684	557
0	0	0
155	137	123
0	0	0
74	59	58
169	248	183
0	0	0
0	2	1
86	47	66
2	1	1
2958	2269	2229
220	214	300
124	122	195
0	0	0
7609	7323	5234
20	33	21
228	118	298
2	0	0
785	781	564
4	0	7
839	990	808
0	0	0
496	604	677
0	0	0
0	1	0
842	983	817
601	916	716
40	23	26
309	291	252
494	299	347
172	142	149
0	0	0
0	0	0
0	0	0
821	862	708
2209	3424	2900
93	115	137
0	0	0
59	91	59
873	649	543
58	62	28
0	0	0
0	0	0
0	0	0
1	1	0
0	0	1
1411	1499	1138
0	0	0
0	0	0
878	1060	780
494	335	318
0	0	0
0	0	0
994	1337	1032
341	130	485
152	134	130
0	0	0
0	0	0
371	547	494
120	83	80
923	1255	1073
20	4	74
0	0	0
596	523	442
128	154	104
650	798	696
174	195	185
3371	3965	3547
0	0	0
3610	4257	4070
1406	920	820
23	10	36
1	2	0
135	262	200
110	147	121
1577	1084	1060
980	1020	808
429	420	267
1337	1695	1918
42	34	36
1837	1053	1060
0	0	0
1	1	0
0	0	0
0	0	0
1048	1067	918
2881	2042	1768
128	90	75
227	211	209
776	2200	1880
20	25	23
109	100	128
584	649	491
738	926	811
0	0	0
2	2	0
0	0	0
393	509	400
1526	1071	1060
185	152	110
0	0	0
426	552	466
133	168	90
459	499	464
0	0	2
36	0	42
0	0	0
173	136	147
3123	4121	3574
3079	3734	3309
1442	2135	1643
1003	1248	1197
571	625	442
0	0	0
426	505	346
0	0	0
0	0	0
0	0	0
6	1	6
1762	1423	1025
0	0	0
89	65	53
0	0	0
0	0	0
0	0	1
0	0	1
757	1749	1846
0	2	0
317	320	237
95	63	61
0	0	0
0	0	0
22	16	19
0	0	0
569	574	524
66	52	46
176	240	243
156	65	175
0	0	0
399	364	307
190	263	199
147	167	202
81	163	159
0	0	0
0	0	0
1449	2227	2104
428	375	333
210	153	148
148	197	199
2	4	0
1623	2806	2589
0	0	1
246	208	214
0	0	0
0	0	0
0	0	0
126	91	55
0	0	0
0	0	0
0	0	0
99	80	97
1414	1775	1545
524	670	566
1	0	1
0	0	0
40	53	51
5	24	30
0	0	0
0	0	0
1587	2104	1736
60	46	60
364	373	287
0	0	0
0	1	0
0	0	0
133	121	133
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
27	53	38
0	0	2
0	0	2
487	430	334
948	1419	852
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
179	258	220
102	145	111
555	791	595
0	0	0
134	210	124
179	225	198
137	114	94
0	0	0
13	6	5
0	0	0
370	431	389
113	97	98
92	130	94
7861	6407	5489
456	547	430
0	0	0
139	142	98
11	15	2
243	302	268
0	0	0
283	267	253
45	55	29
3	2	0
0	0	0
154	124	113
0	0	0
7	1	1
4	9	3
0	0	0
35	49	33
0	0	0
22	33	26
109	112	143
924	916	727
0	0	0
10	5	5
430	542	405
0	0	0
0	0	0
135	114	78
885	871	864
232	221	194
120	111	77
1661	1710	1332
1549	1449	1263
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2379	2113	1694
0	0	0
0	0	0
185	181	155
1105	937	818
0	0	0
2421	1802	1486
0	0	0
43	47	37
6	4	0
0	0	0
2	0	0
0	0	0
684	899	718
198	173	107
215	231	201
0	0	1
146	102	113
120	108	98
0	0	0
0	0	0
461	361	403
91	66	96
0	0	0
0	0	0
1268	1522	1197
2	4	4
133	212	196
13167	9617	8395
1125	1048	903
641	697	555
307	218	232
0	0	1
835	866	595
0	0	0
59	64	44
0	0	0
0	4	2
211	175	141
1769	1989	1563
79	71	65
34	107	63
88	139	138
383	434	453
7	3	5
163	269	299
0	0	0
0	0	0
6	11	16
382	404	415
3	2	10
246	227	197
572	104	973
152	122	87
552	405	395
0	1	0
0	0	0
314	376	344
0	0	0
0	0	0
0	0	0
0	1	0
0	0	0
165	123	131
62	34	59
0	0	0
32	1	23
1	0	0
375	286	293
173	255	320
3	8	22
1304	1691	1343
53	37	66
0	0	0
0	3	1
0	0	0
1677	1785	1422
0	0	0
13	14	16
1817	1652	1507
36	62	65
1	1	3
18	27	17
285	198	314
515	656	433
14	15	13
1296	1441	1088
0	0	0
517	234	731
2261	4650	3473
123	115	92
34	132	83
0	0	0
69	38	20
353	304	280
12	17	12
458	552	477
0	0	0
611	802	654
1349	1603	1382
6	9	11
111	70	63
206	63	360
181	116	325
82	64	81
141	116	132
372	468	374
1987	3672	2693
0	1	1
39	29	36
25	17	29
0	1	1
0	0	0
35	55	49
15	50	47
24	26	24
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
6	0	8
21	1	46
0	0	0
0	1	0
1	0	3
339	617	470
33	18	60
14	1	37
0	0	0
1	0	0
133	125	138
0	0	0
0	0	0
31	0	78
54	94	94
203	269	290
13	8	29
9	0	26
464	481	360
267	299	230
12	11	11
0	0	0
270	227	203
950	939	804
174	232	262
0	0	0
243	348	289
673	748	574
305	239	185
0	0	0
4	4	1
950	1755	1246
18	28	25
703	681	716
100	64	52
448	585	408
0	1	0
68	37	27
59	72	61
0	0	0
154	361	256
706	411	752
3	8	6
0	0	0
1	3	1
19897	40541	36002
14	16	9
59	25	47
166	162	119
1352	1494	1241
814	367	1109
206	267	400
511	481	459
249	291	227
295	238	250
68	104	80
0	0	0
519	568	503
0	0	0
118	100	125
203	180	222
2481	292	5217
0	0	0
557	697	598
173	216	192
0	1	0
275	329	274
254	292	288
192	98	269
2728	4236	2637
976	1177	937
23	34	41
0	0	0
322	264	286
0	0	0
148	124	91
733	942	698
450	579	416
1303	1056	854
135	83	77
0	0	0
0	0	0
0	0	0
1427	1684	1383
0	1	0
0	0	0
0	0	0
0	0	0
2	1	2
0	0	0
1	0	1
0	0	0
2	2	0
0	0	0
73	55	69
225	152	150
159	136	95
0	0	0
0	0	0
0	0	0
0	0	0
1246	1669	1243
304	213	300
302	321	304
187	187	128
67	59	41
0	0	0
0	0	0
0	0	0
27	9	47
1252	1198	1105
0	0	0
500	444	360
0	3	0
265	314	227
0	0	0
194	255	205
268	256	246
139	193	154
625	767	749
2	1	0
91	68	56
520	464	350
0	0	0
151	161	161
872	661	541
50	39	39
589	529	382
2855	3873	2926
282	361	324
272	442	387
124	112	85
0	0	0
788	1034	1017
408	210	544
1436	2438	2568
2	0	1
136	80	108
0	0	0
0	1	0
0	0	0
0	0	0
0	0	0
989	1322	1047
162	290	269
228	394	251
187	232	296
790	666	481
2158	2448	2209
0	0	0
1	0	1
1170	1574	1217
86	122	119
821	596	489
40	35	22
722	931	792
429	489	439
361	381	381
0	0	0
1024	977	781
0	0	0
0	0	0
175	127	151
319	371	353
1016	1192	905
57	103	78
167	125	95
1306	1725	1472
1107	1800	1625
0	0	0
15	11	16
0	0	0
2	1	0
3	2	0
229	191	202
0	0	0
1723	1577	1461
4	9	2
157	223	145
324	481	429
73	64	40
0	1	0
3	4	3
27	19	18
8	19	20
0	0	0
56	32	32
0	0	0
3	1	0
56	117	82
115	96	92
1319	1689	1344
48	44	29
154	110	79
0	0	0
355	477	387
749	736	658
493	431	376
0	0	0
0	2	1
279	398	262
4	2	4
17	20	13
119	101	66
0	0	0
239	241	182
5	9	9
552	725	476
0	0	0
25	2	193
565	665	577
4	3	3
0	0	0
47	49	40
1081	788	813
1	2	1
45	37	27
1403	1584	1479
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
873	1194	1027
0	0	0
414	213	562
0	0	0
0	0	0
0	0	0
0	0	0
484	259	642
4	3	0
8	0	1
3	2	2
11	9	1
12	14	9
215	252	178
231	312	292
74	107	89
1373	1951	1744
8	9	5
215	182	128
0	0	0
0	0	1
0	0	0
317	357	410
140	175	121
6	12	3
112	103	100
667	949	895
0	0	0
